series_title,released_year,genre,imdb_rating,meta_score,gross,imdb_category
Kramer vs. Kramer,1979,Drama,7.8,77.0,"106,260,000",Good
The Outlaw Josey Wales,1976,Western,7.8,69.0,"31,800,000",Good
The Conversation,1974,"Drama, Mystery, Thriller",7.8,85.0,"4,420,000",Good
La planète sauvage,1973,"Animation, Sci-Fi",7.8,73.0,"193,817",Good
The Day of the Jackal,1973,"Crime, Drama, Thriller",7.8,80.0,"16,056,255",Good
Cabaret,1972,"Drama, Music, Musical",7.8,80.0,"42,765,000",Good
Willy Wonka & the Chocolate Factory,1971,"Family, Fantasy, Musical",7.8,67.0,"4,000,000",Good
Midnight Cowboy,1969,Drama,7.8,79.0,"44,785,053",Good
My Fair Lady,1964,"Drama, Family, Musical",7.8,95.0,"72,000,000",Good
Mary Poppins,1964,"Comedy, Family, Fantasy",7.8,88.0,"102,272,727",Good
The Longest Day,1962,"Action, Drama, History",7.8,75.0,"39,100,000",Good
The Innocents,1961,Horror,7.8,88.0,"2,616,000",Good
Deadpool 2,2018,"Action, Adventure, Comedy",7.7,66.0,"324,591,735",Good
Wind River,2017,"Crime, Drama, Mystery",7.7,73.0,"33,800,859",Good
Get Out,2017,"Horror, Mystery, Thriller",7.7,85.0,"176,040,665",Good
Mission: Impossible - Fallout,2018,"Action, Adventure, Thriller",7.7,86.0,"220,159,104",Good
En man som heter Ove,2015,"Comedy, Drama, Romance",7.7,70.0,"3,358,518",Good
What We Do in the Shadows,2014,"Comedy, Horror",7.7,76.0,"3,333,000",Good
Omoide no Mânî,2014,"Animation, Drama, Family",7.7,72.0,"765,127",Good
The Theory of Everything,2014,"Biography, Drama, Romance",7.7,72.0,"35,893,537",Good
Kingsman: The Secret Service,2014,"Action, Adventure, Comedy",7.7,60.0,"128,261,724",Good
The Fault in Our Stars,2014,"Drama, Romance",7.7,69.0,"124,872,350",Good
Me and Earl and the Dying Girl,2015,"Comedy, Drama",7.7,74.0,"6,743,776",Good
Birdman or (The Unexpected Virtue of Ignorance),2014,"Comedy, Drama",7.7,87.0,"42,340,598",Good
La vie d'Adèle,2013,"Drama, Romance",7.7,89.0,"2,199,675",Good
Kai po che!,2013,"Drama, Sport",7.7,40.0,"1,122,527",Good
Captain America: The Winter Soldier,2014,"Action, Adventure, Sci-Fi",7.7,70.0,"259,766,572",Good
Nebraska,2013,"Adventure, Comedy, Drama",7.7,87.0,"17,654,912",Good
Wreck-It Ralph,2012,"Animation, Adventure, Comedy",7.7,72.0,"189,422,889",Good
Le Petit Prince,2015,"Animation, Adventure, Drama",7.7,70.0,"1,339,152",Good
Midnight in Paris,2011,"Comedy, Fantasy, Romance",7.7,81.0,"56,816,662",Good
The Lego Movie,2014,"Animation, Action, Adventure",7.7,83.0,"257,760,692",Good
Gravity,2013,"Drama, Sci-Fi, Thriller",7.7,96.0,"274,092,705",Good
Star Trek Into Darkness,2013,"Action, Adventure, Sci-Fi",7.7,72.0,"228,778,661",Good
The Social Network,2010,"Biography, Drama",7.7,95.0,"96,962,694",Good
X: First Class,2011,"Action, Adventure, Sci-Fi",7.7,65.0,"146,408,305",Good
The Hangover,2009,Comedy,7.7,73.0,"277,322,503",Good
Skyfall,2012,"Action, Adventure, Thriller",7.7,81.0,"304,360,277",Good
Silver Linings Playbook,2012,"Comedy, Drama, Romance",7.7,81.0,"132,092,958",Good
Argo,2012,"Biography, Drama, Thriller",7.7,86.0,"136,025,503",Good
(500) Days of Summer,2009,"Comedy, Drama, Romance",7.7,76.0,"32,391,374",Good
Harry Potter and the Deathly Hallows: Part 1,2010,"Adventure, Family, Fantasy",7.7,65.0,"295,983,305",Good
Gake no ue no Ponyo,2008,"Animation, Adventure, Comedy",7.7,86.0,"15,090,400",Good
Frost/Nixon,2008,"Biography, Drama, History",7.7,80.0,"18,593,156",Good
Papurika,2006,"Animation, Drama, Fantasy",7.7,81.0,"881,302",Good
Changeling,2008,"Biography, Crime, Drama",7.7,63.0,"35,739,802",Good
Flipped,2010,"Comedy, Drama, Romance",7.7,45.0,"1,752,214",Good
Ex Machina,2014,"Drama, Sci-Fi, Thriller",7.7,78.0,"25,442,958",Good
Efter brylluppet,2006,Drama,7.7,78.0,"412,544",Good
The Last King of Scotland,2006,"Biography, Drama, History",7.7,74.0,"17,605,861",Good
Zodiac,2007,"Crime, Drama, Mystery",7.7,78.0,"33,080,084",Good
Lucky Number Slevin,2006,"Action, Crime, Drama",7.7,53.0,"22,494,487",Good
Joyeux Noël,2005,"Drama, History, Music",7.7,70.0,"1,054,361",Good
Control,2007,"Biography, Drama, Music",7.7,78.0,"871,577",Good
Tangled,2010,"Animation, Adventure, Comedy",7.7,71.0,"200,821,936",Good
Zwartboek,2006,"Drama, Thriller, War",7.7,71.0,"4,398,392",Good
Brokeback Mountain,2005,"Drama, Romance",7.7,87.0,"83,043,761",Good
3:10 to Yuma,2007,"Action, Crime, Drama",7.7,76.0,"53,606,916",Good
Crash,2004,"Crime, Drama, Thriller",7.7,66.0,"54,580,300",Good
Kung fu,2004,"Action, Comedy, Fantasy",7.7,78.0,"17,108,591",Good
The Bourne Supremacy,2004,"Action, Mystery, Thriller",7.7,73.0,"176,241,941",Good
The Machinist,2004,"Drama, Thriller",7.7,61.0,"1,082,715",Good
Ray,2004,"Biography, Drama, Music",7.7,73.0,"75,331,600",Good
Lost in Translation,2003,"Comedy, Drama",7.7,89.0,"44,585,453",Good
Harry Potter and the Goblet of Fire,2005,"Adventure, Family, Fantasy",7.7,81.0,"290,013,036",Good
Man on Fire,2004,"Action, Crime, Drama",7.7,47.0,"77,911,774",Good
Coraline,2009,"Animation, Drama, Family",7.7,80.0,"75,286,229",Good
The Last Samurai,2003,"Action, Drama",7.7,55.0,"111,110,575",Good
The Magdalene Sisters,2002,Drama,7.7,83.0,"4,890,878",Good
Good Bye Lenin!,2003,"Comedy, Drama, Romance",7.7,68.0,"4,064,200",Good
In America,2002,Drama,7.7,76.0,"15,539,266",Good
I Am Sam,2001,Drama,7.7,28.0,"40,311,852",Good
Adaptation.,2002,"Comedy, Drama",7.7,83.0,"22,245,861",Good
Black Hawk Down,2001,"Drama, History, War",7.7,74.0,"108,638,745",Good
Road to Perdition,2002,"Crime, Drama, Thriller",7.7,72.0,"104,454,762",Good
Das Experiment,2001,"Drama, Thriller",7.7,60.0,"141,072",Good
Billy Elliot,2000,"Drama, Music",7.7,74.0,"21,995,263",Good
Hedwig and the Angry Inch,2001,"Comedy, Drama, Music",7.7,85.0,"3,029,081",Good
Ocean's Eleven,2001,"Crime, Thriller",7.7,74.0,"183,417,150",Good
Vampire Hunter D: Bloodlust,2000,"Animation, Action, Fantasy",7.7,62.0,"151,086",Good
"O Brother, Where Art Thou?",2000,"Adventure, Comedy, Crime",7.7,69.0,"45,512,588",Good
"South Park: Bigger, Longer & Uncut",1999,"Animation, Comedy, Fantasy",7.7,73.0,"52,037,603",Good
Office Space,1999,Comedy,7.7,68.0,"10,824,921",Good
Training Day,2001,"Crime, Drama, Thriller",7.7,69.0,"76,631,907",Good
Rushmore,1998,"Comedy, Drama, Romance",7.7,86.0,"17,105,219",Good
Being John Malkovich,1999,"Comedy, Drama, Fantasy",7.7,90.0,"22,858,926",Good
As Good as It Gets,1997,"Comedy, Drama, Romance",7.7,67.0,"148,478,011",Good
The Fifth Element,1997,"Action, Adventure, Sci-Fi",7.7,52.0,"63,540,020",Good
Le dîner de cons,1998,Comedy,7.7,73.0,"4,065,116",Good
Donnie Brasco,1997,"Biography, Crime, Drama",7.7,76.0,"41,909,762",Good
Shine,1996,"Biography, Drama, Music",7.7,87.0,"35,811,509",Good
Primal Fear,1996,"Crime, Drama, Mystery",7.7,47.0,"56,116,183",Good
A Little Princess,1995,"Drama, Family, Fantasy",7.7,83.0,"10,019,307",Good
Il postino,1994,"Biography, Comedy, Drama",7.7,81.0,"21,848,932",Good
Clerks,1994,Comedy,7.7,70.0,"3,151,130",Good
Short Cuts,1993,"Comedy, Drama",7.7,79.0,"6,110,979",Good
Philadelphia,1993,Drama,7.7,66.0,"77,324,422",Good
The Muppet Christmas Carol,1992,"Comedy, Drama, Family",7.7,64.0,"27,281,507",Good
Malcolm X,1992,"Biography, Drama, History",7.7,73.0,"48,169,908",Good
The Last of the Mohicans,1992,"Action, Adventure, Drama",7.7,76.0,"75,505,856",Good
Glengarry Glen Ross,1992,"Crime, Drama, Mystery",7.7,82.0,"10,725,228",Good
A Few Good Men,1992,"Drama, Thriller",7.7,62.0,"141,340,178",Good
Fried Green Tomatoes,1991,Drama,7.7,64.0,"82,418,501",Good
Barton Fink,1991,"Comedy, Drama, Thriller",7.7,69.0,"6,153,939",Good
Miller's Crossing,1990,"Crime, Drama, Thriller",7.7,66.0,"5,080,409",Good
Who Framed Roger Rabbit,1988,"Animation, Adventure, Comedy",7.7,83.0,"156,452,370",Good
Withnail & I,1987,"Comedy, Drama",7.7,84.0,"1,544,889",Good
The Last Emperor,1987,"Biography, Drama, History",7.7,76.0,"43,984,230",Good
Empire of the Sun,1987,"Action, Drama, History",7.7,62.0,"22,238,696",Good
Der Name der Rose,1986,"Crime, Drama, Mystery",7.7,54.0,"7,153,487",Good
Blue Velvet,1986,"Drama, Mystery, Thriller",7.7,76.0,"8,551,228",Good
The Purple Rose of Cairo,1985,"Comedy, Fantasy, Romance",7.7,75.0,"10,631,333",Good
After Hours,1985,"Comedy, Crime, Drama",7.7,90.0,"10,600,000",Good
The Verdict,1982,Drama,7.7,77.0,"54,000,000",Good
Star Trek II: The Wrath of Khan,1982,"Action, Adventure, Sci-Fi",7.7,67.0,"78,912,963",Good
First Blood,1982,"Action, Adventure",7.7,61.0,"47,212,904",Good
Ordinary People,1980,Drama,7.7,86.0,"54,800,000",Good
Airplane!,1980,Comedy,7.7,78.0,"83,400,000",Good
Halloween,1978,"Horror, Thriller",7.7,87.0,"47,000,000",Good
Le locataire,1976,"Drama, Thriller",7.7,71.0,"1,924,733",Good
Blazing Saddles,1974,"Comedy, Western",7.7,73.0,"119,500,000",Good
Serpico,1973,"Biography, Crime, Drama",7.7,87.0,"29,800,000",Good
Enter the Dragon,1973,"Action, Crime, Drama",7.7,83.0,"25,000,000",Good
Deliverance,1972,"Adventure, Drama, Thriller",7.7,80.0,"7,056,013",Good
The French Connection,1971,"Action, Crime, Drama",7.7,94.0,"15,630,710",Good
Dirty Harry,1971,"Action, Crime, Thriller",7.7,90.0,"35,900,000",Good
The Odd Couple,1968,Comedy,7.7,86.0,"44,527,234",Good
A Man for All Seasons,1966,"Biography, Drama, History",7.7,72.0,"28,350,000",Good
Goldfinger,1964,"Action, Adventure, Thriller",7.7,87.0,"51,081,062",Good
The Birds,1963,"Drama, Horror, Mystery",7.7,90.0,"11,403,529",Good
The Magnificent Seven,1960,"Action, Adventure, Western",7.7,74.0,"4,905,000",Good
The African Queen,1951,"Adventure, Drama, Romance",7.7,91.0,"536,118",Good
Fantasia,1940,"Animation, Family, Fantasy",7.7,96.0,"76,408,097",Good
Searching,2018,"Drama, Mystery, Thriller",7.6,71.0,"26,020,957",Good
Once Upon a Time... in Hollywood,2019,"Comedy, Drama",7.6,83.0,"142,502,728",Good
Nelyubov,2017,Drama,7.6,86.0,"566,356",Good
The Florida Project,2017,Drama,7.6,92.0,"5,904,366",Good
Gifted,2017,Drama,7.6,60.0,"24,801,212",Good
The Peanut Butter Falcon,2019,"Adventure, Comedy, Drama",7.6,70.0,"13,122,642",Good
Mustang,2015,Drama,7.6,83.0,"845,464",Good
Guardians of the Galaxy Vol. 2,2017,"Action, Adventure, Comedy",7.6,67.0,"389,813,101",Good
Baby Driver,2017,"Action, Crime, Drama",7.6,86.0,"107,825,862",Good
Only the Brave,2017,"Action, Biography, Drama",7.6,72.0,"18,340,051",Good
Bridge of Spies,2015,"Drama, History, Thriller",7.6,81.0,"72,313,754",Good
Incredibles 2,2018,"Animation, Action, Adventure",7.6,80.0,"608,581,744",Good
Moana,2016,"Animation, Adventure, Comedy",7.6,81.0,"248,757,044",Good
Sicario,2015,"Action, Crime, Drama",7.6,82.0,"46,889,293",Good
Creed,2015,"Drama, Sport",7.6,82.0,"109,767,581",Good
Leviafan,2014,"Crime, Drama",7.6,92.0,"1,092,800",Good
Hell or High Water,2016,"Action, Crime, Drama",7.6,88.0,"26,862,450",Good
Philomena,2013,"Biography, Comedy, Drama",7.6,77.0,"37,707,719",Good
Dawn of the Planet of the Apes,2014,"Action, Adventure, Drama",7.6,79.0,"208,545,589",Good
Serbuan maut,2011,"Action, Thriller",7.6,73.0,"4,105,123",Good
End of Watch,2012,"Action, Crime, Drama",7.6,68.0,"41,003,371",Good
Kari-gurashi no Arietti,2010,"Animation, Adventure, Family",7.6,80.0,"19,202,743",Good
A Star Is Born,2018,"Drama, Music, Romance",7.6,88.0,"215,288,866",Good
True Grit,2010,"Drama, Western",7.6,80.0,"171,243,005",Good
Hævnen,2010,"Drama, Romance",7.6,65.0,"1,008,098",Good
Despicable Me,2010,"Animation, Comedy, Crime",7.6,72.0,"251,513,985",Good
50/50,2011,"Comedy, Drama, Romance",7.6,72.0,"35,014,192",Good
Kick-Ass,2010,"Action, Comedy, Crime",7.6,66.0,"48,071,303",Good
Moneyball,2011,"Biography, Drama, Sport",7.6,87.0,"75,605,492",Good
La piel que habito,2011,"Drama, Horror, Thriller",7.6,70.0,"3,185,812",Good
Zombieland,2009,"Adventure, Comedy, Fantasy",7.6,73.0,"75,590,286",Good
Sherlock Holmes,2009,"Action, Adventure, Mystery",7.6,57.0,"209,028,679",Good
The Blind Side,2009,"Biography, Drama, Sport",7.6,53.0,"255,959,475",Good
The Visitor,2007,Drama,7.6,79.0,"9,422,422",Good
Seven Pounds,2008,Drama,7.6,36.0,"69,951,824",Good
Eastern Promises,2007,"Action, Crime, Drama",7.6,82.0,"17,114,882",Good
Stardust,2007,"Adventure, Family, Fantasy",7.6,66.0,"38,634,938",Good
Inside Man,2006,"Crime, Drama, Mystery",7.6,76.0,"88,513,495",Good
Gone Baby Gone,2007,"Crime, Drama, Mystery",7.6,72.0,"20,300,218",Good
La Vie En Rose,2007,"Biography, Drama, Music",7.6,66.0,"10,301,706",Good
Huo Yuan Jia,2006,"Action, Biography, Drama",7.6,70.0,"24,633,730",Good
The Illusionist,2006,"Drama, Fantasy, Mystery",7.6,68.0,"39,868,642",Good
Harry Potter and the Half-Blood Prince,2009,"Action, Adventure, Family",7.6,78.0,"301,959,197",Good
300,2006,"Action, Drama",7.6,52.0,"210,614,939",Good
Match Point,2005,"Drama, Romance, Thriller",7.6,72.0,"23,089,926",Good
Watchmen,2009,"Action, Drama, Mystery",7.6,56.0,"107,509,799",Good
Lord of War,2005,"Action, Crime, Drama",7.6,62.0,"24,149,632",Good
Saw,2004,"Horror, Mystery, Thriller",7.6,46.0,"56,000,369",Good
"Synecdoche, New York",2008,Drama,7.6,67.0,"3,081,925",Good
Mysterious Skin,2004,Drama,7.6,73.0,"697,181",Good
Jeux d'enfants,2003,"Comedy, Drama, Romance",7.6,45.0,"548,707",Good
Un long dimanche de fiançailles,2004,"Drama, Mystery, Romance",7.6,76.0,"6,167,817",Good
The Station Agent,2003,"Comedy, Drama",7.6,81.0,"5,739,376",Good
21 Grams,2003,"Crime, Drama, Thriller",7.6,70.0,"16,290,476",Good
Boksuneun naui geot,2002,"Crime, Drama, Thriller",7.6,56.0,"45,289",Good
Finding Neverland,2004,"Biography, Drama, Family",7.6,67.0,"51,680,613",Good
25th Hour,2002,Drama,7.6,68.0,"13,060,843",Good
The Butterfly Effect,2004,"Drama, Sci-Fi, Thriller",7.6,30.0,"57,938,693",Good
28 Days Later...,2002,"Drama, Horror, Sci-Fi",7.6,73.0,"45,064,915",Good
The Royal Tenenbaums,2001,"Comedy, Drama",7.6,76.0,"52,364,010",Good
Y tu mamá también,2001,Drama,7.6,88.0,"13,622,333",Good
Harry Potter and the Sorcerer's Stone,2001,"Adventure, Family, Fantasy",7.6,64.0,"317,575,550",Good
The Others,2001,"Horror, Mystery, Thriller",7.6,74.0,"96,522,687",Good
Blow,2001,"Biography, Crime, Drama",7.6,52.0,"52,990,775",Good
Enemy at the Gates,2001,"Drama, History, War",7.6,53.0,"51,401,758",Good
Minority Report,2002,"Action, Crime, Mystery",7.6,80.0,"132,072,926",Good
The Hurricane,1999,"Biography, Drama, Sport",7.6,74.0,"50,668,906",Good
American Psycho,2000,"Comedy, Crime, Drama",7.6,64.0,"15,070,285",Good
Lola rennt,1998,"Crime, Drama, Thriller",7.6,77.0,"7,267,585",Good
The Thin Red Line,1998,"Drama, War",7.6,78.0,"36,400,491",Good
Mulan,1998,"Animation, Adventure, Family",7.6,71.0,"120,620,254",Good
Fear and Loathing in Las Vegas,1998,"Adventure, Comedy, Drama",7.6,41.0,"10,680,275",Good
Dark City,1998,"Mystery, Sci-Fi, Thriller",7.6,66.0,"14,378,331",Good
Sleepers,1996,"Crime, Drama, Thriller",7.6,49.0,"49,100,000",Good
Lost Highway,1997,"Mystery, Thriller",7.6,52.0,"3,796,699",Good
Sense and Sensibility,1995,"Drama, Romance",7.6,84.0,"43,182,776",Good
Die Hard: With a Vengeance,1995,"Action, Adventure, Thriller",7.6,58.0,"100,012,499",Good
Dead Man,1995,"Adventure, Drama, Fantasy",7.6,62.0,"1,037,847",Good
The Bridges of Madison County,1995,"Drama, Romance",7.6,69.0,"71,516,617",Good
Apollo 13,PG,"Adventure, Drama, History",7.6,77.0,"173,837,933",Good
Trois couleurs: Blanc,1994,"Comedy, Drama, Romance",7.6,88.0,"1,464,625",Good
Falling Down,1993,"Action, Crime, Drama",7.6,56.0,"40,903,593",Good
Dazed and Confused,1993,Comedy,7.6,78.0,"7,993,039",Good
My Cousin Vinny,1992,"Comedy, Crime",7.6,68.0,"52,929,168",Good
Omohide poro poro,1991,"Animation, Drama, Romance",7.6,90.0,"453,243",Good
Delicatessen,1991,"Comedy, Crime",7.6,66.0,"1,794,187",Good
Home Alone,1990,"Comedy, Family",7.6,63.0,"285,761,243",Good
The Godfather: Part III,1990,"Crime, Drama",7.6,60.0,"66,666,062",Good
When Harry Met Sally...,1989,"Comedy, Drama, Romance",7.6,76.0,"92,823,600",Good
The Little Mermaid,1989,"Animation, Family, Fantasy",7.6,88.0,"111,543,479",Good
The Naked Gun: From the Files of Police Squad!,1988,"Comedy, Crime",7.6,76.0,"78,756,177",Good
"Planes, Trains & Automobiles",1987,"Comedy, Drama",7.6,72.0,"49,530,280",Good
Lethal Weapon,1987,"Action, Crime, Thriller",7.6,68.0,"65,207,127",Good
Blood Simple,1984,"Crime, Drama, Thriller",7.6,82.0,"2,150,000",Good
On Golden Pond,1981,Drama,7.6,68.0,"119,285,432",Good
Mad Max 2,1981,"Action, Adventure, Sci-Fi",7.6,77.0,"12,465,371",Good
The Warriors,1979,"Action, Crime, Thriller",7.6,65.0,"22,490,039",Good
The Muppet Movie,1979,"Adventure, Comedy, Family",7.6,74.0,"76,657,000",Good
Escape from Alcatraz,1979,"Action, Biography, Crime",7.6,76.0,"43,000,000",Good
Midnight Express,1978,"Biography, Crime, Drama",7.6,59.0,"35,000,000",Good
Close Encounters of the Third Kind,1977,"Drama, Sci-Fi",7.6,90.0,"132,088,635",Good
The Long Goodbye,1973,"Comedy, Crime, Drama",7.6,87.0,"959,000",Good
Giù la testa,1971,"Drama, War, Western",7.6,77.0,"696,690",Good
Kelly's Heroes,1970,"Adventure, Comedy, War",7.6,50.0,"1,378,435",Good
The Jungle Book,1967,"Animation, Adventure, Family",7.6,65.0,"141,843,612",Good
A Hard Day's Night,1964,"Comedy, Music, Musical",7.6,96.0,"13,780,024",Good
From Here to Eternity,1953,"Drama, Romance, War",7.6,85.0,"30,500,000",Good
